classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77
0,2,404,404,26,0,0,0,0,0,2,2,1,0,1,1,2,1,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,0,0,50,1,0,0,3,6,3,0,0,0,0,0,0,0,0,31,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,0,0,0
0,1,279,279,34,0,0,0,3,16,5,4,0,0,0,0,4,11,3,3,0,0,0,0,1,10,0,0,0,0,30,0,0,30,0,70,3,4,30,0,0,0,3,6,3,6,1,0,0,0,1,0,1,17,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1
0,1,202,202,27,0,0,0,0,0,2,2,0,0,0,0,2,3,1,1,0,0,0,0,1,10,0,0,0,0,50,0,0,0,0,70,3,5,0,0,2,0,3,0,3,0,0,0,0,0,1,0,1,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,322,322,4,0,0,0,0,0,2,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,0,0,0,1,0,6,6,1,1,3,1,1,0,0,0,5,2,0,0,0
0,3,478,478,12,0,0,0,0,0,2,2,0,0,0,0,4,0,3,3,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,30,3,5,0,0,1,1,2,3,2,3,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,3,2,0,0,2,1,1,0,0,1,4,1,0,0,0
0,3,177,177,23,0,0,0,1,3,2,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,1,1,2,2,0,0,0,0,0,0,0,10,1,7,3,0,0,0,0,0,0,3,1,0,0,3,1,0,1,1,0,7,2,0,0,0
1,1,160,160,45,0,0,0,0,0,2,2,0,0,0,0,2,2,1,1,0,0,1,0,1,10,0,0,0,0,10,1,0,0,0,30,1,0,0,0,2,0,3,0,3,0,0,0,0,0,1,0,1,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,471,471,11,740,0,0,1,4,2,2,1,0,1,1,2,0,1,1,0,0,2,1,1,10,0,0,0,0,50,3,6,0,0,70,3,6,70,1,0,0,2,3,2,3,0,0,0,0,1,1,1,35,3,3,4,1,2,1,1,1,0,3,3,0,0,0,0,1,1,0,1,6,1,1,1,0
1,2,549,549,4,0,0,0,1,11,3,3,1,0,1,1,6,14,6,6,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,2,3,3,7,0,0,0,0,0,0,0,7,2,5,3,1,0,0,0,1,0,5,4,0,0,0,0,0,0,1,0,3,1,0,0,0
0,3,351,351,26,0,0,0,0,0,2,2,0,0,0,0,6,18,6,6,0,0,0,0,0,10,0,0,0,0,50,3,6,30,1,70,3,6,30,1,0,0,3,7,3,7,0,0,0,0,0,0,0,30,2,7,3,0,1,0,0,0,0,6,4,1,0,2,1,0,1,1,0,9,2,0,0,0
